Kategori,Baslik,Sikayet_Metni,Link
Kargo,HepsiburadaÜzerinden Aldığım Lacoste T-shirt Orijinal Çıkmadı Ve İade Talebim Var,"Hepsiburada.com'dan 9 Haziran 2025 tarihinde 476 606 933 8 numaralı siparişimle Lacoste Polo Classic Fit Saks Mavi-M/Saks t-shirt satın aldım. Normalde Lacostemağazasında 4899 TL olan ürünü, indirimle 'Ylb Store (ylb inşaat tekstil nakliyat limited şirketi) ' adlı firmadan 2.069,10 TL'ye aldım. İlgili firmanın daha önce yapılan yorumlarını okumadan (çok sayıda sahte yorumu olduğunu sonradan fark ettim) ürünü satın aldım. Ürün elime ulaştığında, bende bulunan resmi Lacoste mağazasından aldığım aynı renk ve model numaralı ürünle karşılaştırdım. Ense etiketleri, fiyat etiketleri, ambalajı (ürün sadece bir kargo poşetine konmuştu), Lacoste logosu, timsahın arka dikiş izlerinin görünmesi, yırtmaçları ve iç dikişlerindeki kötü işçilikten dolayı ürünün 3. Sınıf replika çakma olduğunu anladım. Satın aldığım bu ürünü Lacoste mağazasında incelettim ve bana 'Ürün %100 kesinlikle orijinal değildir' denildi. Bu durum karşısında çok şaşırdım ve üzüldüm. Bu, Hepsiburada ile yaşadığım benzer sorunlardan biri oldu. Satıcı firma hala sahte ürün satarakmüşterileri mağdur etmeye devam ediyor ve Hepsiburada bir önlem almamakta ısrarcı. Paramın kuruşuna kadar iadesini talep ediyorum. Yaşadığım bu rezil deneyimi çevremdeki herkesle paylaşacağım. Satın aldığım ürünün orijinal olmadığını gösteren fotoğrafları da ekledim. Hepsiburada'nın sahte ürün satan firmalara platformunda yer vermeyeceğini düşünüyordum. Bu olaydan dolayı güvenim sarsıldı.",https://www.sikayetvar.com/hepsiburada/hepsiburada-uzerinden-aldigim-lacoste-t-shirt-orijinal-cikmadi-ve-iade-talebim-var
Kargo,Başlık Yok,İçerik çekilemedi,https://www.sikayetvar.com/rks-motor
Kargo,Başlık Yok,İçerik çekilemedi,https://www.sikayetvar.com/horoz-lojistik
Kargo,Başlık Yok,İçerik çekilemedi,https://www.sikayetvar.com/ikea
Kargo,Ürün Teslimatı Ve Para İadesinde 4 Aydır Süren Gecikme Ve İletişim Sorunları,"24.01.2025 günü bu firmaya Rüzgar Yaylı Pano için 2950 lira KDV dahil havale yaptım. Sitelerindeki fiyatın güncel olmadığını ibana göndermemi istediler.Onlar içinde kolaylık olsun diye kolay gelsin (Sendeo) kargosundan kod aldım. Adresten teslim alıyor. Bu firma. 5-6 gün sonra kodu iptal etti. Kargo firması. Herhalde işi savsakladılar almadılar. Gecikince iptal ettiler dedim.Bursa'dan bir ambara adresten teslim almalarını istedim. 2 gün sonra aradım bana ambarda bir görevlinin telefonunu verdi, oda telefonlarına bakmıyor 2 günde onu aradım cevap alamayınca ambarın internet sitesindeki telefonunu aradım. Dediler ki bizim arkadaşlar panoyu almak için gitmişler firma şu an ürün yok olunca biz size haber veririz demiş. Demek ki kolay gelsin kargoya da aynı şeyi yaptılar. Tabi bu arada ben Kolay Gelsin gelmedi ambar göndereceğim diyorum bu firmaya tamam gönder diyorlar. Ambar geldi mi diyorum Gölyazı Nakliyat gelmedi diye WhatsApp'tan cevap yazıyorlar.Ambar bana bu cevabı verince firmayı aradım 2 gün boyunca telefonuma ve WhatsApp cevap vermediler. 2 gün sonra karşı esnaf komşularını arayıp beni görüştürür müsünüz dedim. Ben söyledim sizi arayacaklarmış dediler. Sonra kargo ambar geliyor. Yok diyormuşsunuz telefonlara da cevap vermiyorsunuz. Yazıma cevap yazdılar IBAN yazın ödeyelim dediler ama 3,5 aydır ödemediler.1-2 haftada bir arıyorum biri çıkıyor. Telefona be grafikerim akşam konuşacağım bu işi halledip size yarın 10'a kadar cevap vereceğim. Yarın oluyor. Arayan yok. Bu 2 haftalık periyotlarla devam etti. Patronu aradım 2 aydır ne panoyu alabiliyorum ne paramı. Cevap: Karşı komşuyu aramışsınız. Sen bana pano yok kargo gönderme ambar gönderme dememişsin 2 hafta geçmiş telefonlara cevap vermemişim, karşı komşuyu niye aradın.Niye göndermiyorsun ya da paramı ödemiyorsun. Çünkü yayı kırık o yüzden göndermiyorum. Tamam o zaman bana niye kargo gönderme ambar gönderme demedin ve paramı iade etmiyorsun. Yay gelince göndereceğiz.Yay varsa 3 gün sonra sana gelir sende bana gönderirsin.Bugün 29.05.2025 Ne panomuz geldi ne paramız iade oldu. 4 ay geçti.Bu yazımı bursadijitalbaski.com yazmıştım, aynı adresteki aynı firmanı diğer web sitesi. Buradan ekleme yapmak istiyorum. Bana 15 gün önce WhatsApp tan yazdılar. Adres yazın göndereceğiz diye yine ortada ne ürün var ne para iadesi. Yine aradım adres istediniz göndermediniz diye. Yine biri ben yeni başladım. U*** beyle görüşüp size cevap yazayım dedi. Aynı...",https://www.sikayetvar.com/dijitalmatbaacom/urun-teslimati-ve-para-iadesinde-4-aydir-suren-gecikme-ve-iletisim-sorunlari
Kargo,Tuzcuoğlu NakliyatEvden Eve Nakliyat İlgisizlik Had Safhada,İnternet üstünden iletişime geçtiğim nursoylar nakliyat ile koli taşınması karşılığında bir ücrete anlaştım. Gelen şoför Tuzcuoğlu nakliyat muavini özvaran express adına geldi. İlk sorun evden eve nakliyat olduğu halde aracında traktör olduğunu evin sokağına giremeyeceğini belirtti 500 600m geride 17 olması gereken kolimi 16 olarak teslim aldık 1 adet koli eksikti süpürgemiz yani şoför aracında başka koli olmadığını belirtti. Oysaki benim kolim önce Artvin'de bir müşteriye bırakılmış oradan yine eksik kolileri olan Karabük'teki müşteriye gönderilmiş. Karabük'teki müşteri kargo ücretini ödeyerek teslim almış bana kargolamıştır ödediğim kargo ücreti nakliye ücretinin %30una denk geliyor ilgisizlikleri alakasızlıkları had safhada kendi çabamızla ürünü bulduk bizim olduğu gibi bu bölgedeki herkesin eksik ürünleri var. CİMER'e ve Tüketici Hakları'na şikayette bulunduk.,https://www.sikayetvar.com/tuzcuoglu-nakliyat/tuzcuoglu-nakliyat-evden-eve-nakliyat-ilgisizlik-had-safhada
Kargo,Başlık Yok,İçerik çekilemedi,https://www.sikayetvar.com/trendyol
Kargo,Bursa Dijital BaskıSorun Yaşama,"24.01.2025 günü bu firmaya Rüzgar Yaylı Pano için 2950 lira KDV dahil havale yaptım. Sitelerindeki fiyatın güncel olmadığını ibana göndermemi istediler.Onlar içinde kolaylık olsun diye kolay gelsin (Sendeo) kargosundan kod aldım. Adresten teslim alıyor bu firma. 5-6 gün sonra kodu iptal etti kargo firması. Herhalde işi savsakladılar almadılar gecikince iptal ettiler dedim.Bursa'dan bir ambara adresten teslim almalarını istedim. 2 gün sonra aradım bana ambarda bir görevlinin telefonunu verdi, oda telefonlarına bakmıyor 2 günde onu aradım cevap alamayınca ambarın internet sitesindeki telefonunu aradım. Dediler ki bizim arkadaşlar panoyu almak için gitmişler firma şu an ürün yok olunca biz size haber veririz demiş. Demek ki kolay gelsin kargoya da aynı şeyi yaptılar. Tabi bu arada ben Kolay Gelsin gelmedi ambar göndereceğim diyorum bu firmaya tamam gönder diyorlar. Ambar geldi mi diyorum Gölyazı Nakliyat gelmedi diye WhatsApp'tan cevap yazıyorlar.Ambar bana bu cevabı verince firmayı aradım 2 gün boyunca telefonuma ve WhatsApp cevap vermediler. 2 gün sonra karşı esnaf komşularını arayıp beni görüştürür müsünüz dedim. Ben söyledim sizi arayacaklarmış dediler. Sonra kargo ambar geliyor yok diyormuşsunuz telefonlara da cevap vermiyorsunuz yazıma cevap yazdılar IBAN yazın ödeyelim dediler ama 3,5 aydır ödemediler.1-2 haftada bir arıyorum biri çıkıyor telefona be grafikerim akşam konuşacağım bu işi halledip size yarın 10'a kadar cevap vereceğim. Yarın oluyor arayan yok. Bu 2 haftalık periyotlarla devam etti. Patronu aradım 2 aydır ne panoyu alabiliyorum ne paramı. Cevap: Karşı komşuyu aramışsınız. Sen bana pano yok kargo gönderme ambar gönderme dememişsin 2 hafta geçmiş telefonlara cevap vermemişim, karşı komşuyu niye aradın.Niye göndermiyorsun ya da paramı ödemiyorsun. Çünkü yayı kırık o yüzden göndermiyorum. Tamam o zaman bana niye kargo gönderme ambar gönderme demedin ve paramı iade etmiyorsun. Yay gelince göndereceğiz.Yay varsa 3 gün sonra sana gelir sende bana gönderirsin. Yoksa paramı iade edersin. 3.5 aydır ne paramı ne ürünümü alabiliyorum.",https://www.sikayetvar.com/bursa-dijital-baski/bursa-dijital-baski-sorun-yasama
Banka,HalkbankDijital Parola Alma İşlemi Sürekli İptal Ediliyor Ve Müşteri Hizmetlerine Ulaşılamıyor,"Yaklaşık 1 aydır Halkbank üzerinden dijital parola alamıyorum. İnternetten dijital parola oluşturmaya çalıştığımda işlem iptal oluyor ve bir türlü parolam tanımlanmıyor.Ayrıca müşteri temsilcisine de bağlanamıyorum, bu nedenle sorunutelefonüzerinden de çözemiyorum. Dijital parolam olmadığı için bankacılık işlemlerimi internetten yapamıyor ve mağdur oluyorum.Halkbank’ın dijital parola alma sürecindeki bu sorunu inceleyip parolamın bir an önce tanımlanmasını vemüşteri hizmetlerine erişim problemimin çözülmesini istiyorum.",https://www.sikayetvar.com/halkbank/halkbank-dijital-parola-alma-islemi-surekli-iptal-ediliyor-ve-musteri-hizmetlerine-ulasilamiyor
Banka,"Hayat FinansKampanya Sözünü Tutmadı, 500 TL Ödülünü Vermedi","Hayat Finans’ın 20589011 numaralı müşterisiyim. 5 Kasım – 31 Aralık tarihleri arasındaki otomatik fatura ödeme kampanyasına katıldım ve kampanya koşullarını eksiksiz yerine getirdim. Buna rağmen Aralık ayına ait olması gereken 500 TL kampanya tutarı hesabıma yüklenmedi.Konu ile ilgili müşteri hizmetlerini aradığımda kampanyanın erken bitirildiğini ve buna hakları olduğunu söylediler. Elbette tüm kuralları kendilerinin koyduğunu ve istedikleri zaman değiştirebildiklerini bu şekilde net biçimde ifade etmiş oldular. Hayat Holding finans işine el attığında, faizsiz bankacılık alanında güvenilir ve iyi bir alternatif olacağına gerçekten inanmıştım. Hayat Holding’e güvenim yüksekti, hatta Hayat Finans’a ciddi bir mevduat yatırmayı da planlıyordum.Ancak daha işin en başında verdikleri sözü tutmayan bir yapının benim gözümde alternatif olma niteliği kalmamıştır. Artık Hayat Holding’in benim için özel bir anlamı yok. Yine de kısa bir dönem de olsa, kısa sürede bu güven duygusu çökmüş olsa bile, dini hassasiyeti olanların finans alanında iyi, başarılı ve güvenilir işler yapabileceğine beni bir süreliğine de olsa inandırmayı başardıkları için teşekkür ederim. Sonu hayal kırıklığı ile bitmiş olsa da bir süre ümit aşıladılar.Ben, kampanya koşullarını yerine getiren bir müşteri olarak, ya tarafıma hak ettiğim 500 TL kampanya tutarının yatırılmasını ya da gerçekten doyurucu, açık ve net bir yazılı açıklama yapılmasını istiyorum. Özellikle belirtmek isterim ki, standart ve basmakalıp cümlelerden oluşan bir cevap yerine, kampanyanın hangi gerekçeyle ve hangi tarihte erken bitirildiğini, bu sırada müşteri beklentilerinin nasıl göz önünde bulundurulduğunu içeren samimi ve detaylı bir açıklama bekliyorum. Çünkü sözünde durmayan bir yapıdan daha fazlasını beklemenin artık saflık olacağını düşünüyorum.",https://www.sikayetvar.com/hayat-finans/hayat-finans-kampanya-sozunu-tutmadi-500-tl-odulunu-vermedi
Banka,Ziraat BankasıHesabımdan Bilgilendirme Olmadan Para Çekilmesi Ve Ek Ödeme Talebi,"Ziraat Bankası’ndaki KMH hesabımdan 22.12.2025 tarihinde şube üzerinden 1.251,31 TL tutarında “ihtarname tahsilatı” adı altında bir işlem yapılmış olduğunu gördüm. Bana bu konuyla ilgili hiçbir şekilde ihtarname, mesaj, mail ya da herhangi bir bilgilendirme yapılmadı, elime ulaşan hiçbir resmi tebligat da olmadı.Durumu fark edince bankayla görüştüm. Görüşme sonucunda yalnızca bu tahsilatın yapıldığını değil, ayrıca 1.900 TL daha ödeme yapmam gerektiğini söylediler. Neye istinaden böyle bir tahsilat yapıldığını ve ek ödeme talep edildiğini anlamış değilim, detaylı ve şeffaf bir bilgilendirme yapılmadı.Herhangi bir ihtarname veya bilgilendirme almadan hesabımdan 1.251,31 TL çekilmesini ve üzerine 1.900 TL daha talep edilmesini kabul etmiyorum. Hesabımdan çekilen 1.251,31 TL’nin iadesini ve benden istenen 1.900 TL’lik ek ödemenin iptal edilmesini talep ediyorum. Konuyla ilgili tarafıma yazılı ve açık bir açıklama yapılmasını ve mağduriyetimin giderilmesini rica ediyorum. 3200506718219 barkod numaralı ihtarname dosyası. TR91********************01 IBAN no",https://www.sikayetvar.com/ziraat-bankasi/ziraat-bankasi-hesabimdan-bilgilendirme-olmadan-para-cekilmesi-ve-ek-odeme-talebi
Banka,Ziraat BankasıAltın Hesabımda 7 Günlük Bloke Yüzünden Bedelli Askerlik Ödemesi Yapamama,"Ziraat Bankası’ndaki 5002 numaralı on s a altın hesabıma dün 46,22 gram altın yatırdım. Altınlar hesabıma geçtiği anda cep telefonuma SMS geldi ve hesabımın 7 gün süreyle blokeli olduğu bildirildi. Bu işlemi özellikle bedelli askerlik ödememi yapmak için gerçekleştirmiştim ve bu ayın 30’u son ödeme tarihi olmasına rağmen, konulan bloke yüzünden şu anda ne paramı çekebiliyor ne de altınlarımı bozdurup nakde çevirebiliyorum.Bu 7 günlük bloke hakkında bana önceden hiçbir şekilde bilgilendirme yapılmadı, okuduğum hiçbir dökümanda da böyle bir uygulamadan bahsedilmiyordu. Müşteri iletişim merkezi ile görüştüğümde kimse net bir çözüm sunmuyor, “süper şube”ye yönlendiriliyorum, şube ise sadece talep açtığını söylüyor ancak açılan taleplere herhangi bir geri dönüş yapılmıyor. Bedelli için son ödeme tarihi hızla yaklaşırken bu belirsizlik ve hesabımdaki bloğun kaldırılmaması nedeniyle ciddi mağduriyet yaşıyorum.Eğer bu bloğu derhal kaldırarak altınlarımı kullanıma açmazsanız, cayma hakkımı kullanarak altınlarımı geri talep edeceğimi ve başka bir yerde nakde çevireceğimi, bedelli askerlik son ödeme tarihinin kaçması halinde oluşacak tüm zararım için de yasal yollara başvurarak tazmin edeceğimi açıkça belirtmek istiyorum.Bloğun acilen kaldırılmasını ve bedelli askerlik ödememi zamanında yapabilmem için hesabımdaki altınları hemen kullanıma açmanızı talep ediyorum.",https://www.sikayetvar.com/ziraat-bankasi/ziraat-bankasi-altin-hesabimda-7-gunluk-bloke-yuzunden-bedelli-askerlik-odemesi-yapamama
Banka,Garanti Bankası’nda Haksız E-Haciz Uyarısı Kaldırılmadı,"Garanti Bankası’ndan dolayı yaklaşık bir yıl önce hacizlik olmuştum ve borcumu yine yaklaşık bir yıl kadar önce tamamen ödedim. Bugün, 25.12.2025 tarihi itibarıyla, yani aradan neredeyse bir yıl geçmiş olmasına rağmen, Garanti Bankası’ndaki kredi kartı ve diğer ürünlerimde hâlâ e‑haciz uyarısı görünüyor.Bu süreçte defalarca şubeye gittim, borcumun olmadığını ve haciz dosyası görünmediğini söylediler.Müşteri hizmetlerini aradığımda da dosya olmadığı için bu konuda bilgi veremeyeceklerini, borcumun bulunmadığını ifade ettiler. UYAP üzerinden kontrol ettiğimde adıma açık dosya görünmüyor, e‑Devlet’ten icra sorgulaması yaptığımda da üzerime kayıtlı herhangi bir icra dosyası çıkmıyor. Vergi dairesine gittiğimde de borcumun ve haczin olmadığını söylediler. Tüm resmi kanallarda borcum ve hacizim yokken, Garanti Bankası sistemlerinde e‑haciz uyarısının hâlâ çıkması beni ciddi anlamda mağdur ediyor ve tedirgin ediyor.Borç ödenmiş, resmi kayıtlarda dosya kapanmış olmasına rağmen Garanti Bankası ekranlarında uzun süredir bu e‑haciz uyarısının neden kaldırılmadığını, bu problemi daha ne kadar süre yaşayacağımı anlamıyorum. Borcum yokken bankanızda hâlâ e‑haciz görünmesi hem itibarımı zedeliyor hem de bankacılık işlemlerimde sorun yaşamama sebep oluyor.Garanti Bankası’ndan, üzerimde görünen bu haksız e‑haciz kaydının sistemlerinizden tamamen kaldırılmasını, süreçle ilgili olarak benimle açık ve net bir şekilde iletişime geçilmesini ve yaşadığım mağduriyetin giderilmesini talep ediyorum.",https://www.sikayetvar.com/garanti-bbva/garanti-bankasinda-haksiz-e-haciz-uyarisi-kaldirilmadi
Banka,Fatura Borcu Ödeme Ve Sorgulama Engeli Dokuma Şubesine Zorunlu Yönlendirme,"28 Kasım 2025 günü Yapı Kredi’den SMS aldım ve mesajda fatura borcu ödeme ve sorgulama sınırımın aşıldığı, 5 iş günü içinde şubeye gitmem gerektiği yazıyordu. Bunun üzerine ikametime yakın olduğu için Varsak şubesine gittim, orada eksik evrakım olup olmadığı kontrol edildi, kimlik fotokopim alındı ve işlemler yapıldı.Ancak 5 iş günü dolmamış olmasına rağmen, cumartesi ve pazar günleri de iş gününden sayılmış gibi değerlendirilerek 3 Aralık’ta tekrar SMS aldım. Bu son mesajda, Dokuma şubesine gelmediğim için fatura borcu ödeme ve sorgulama işlemlerime izin verilmeyeceği belirtildi. Özellikle neden Dokuma şubesine gitmeye zorunlu tutulduğumu ve Varsak şubesinde işlem yapılmış olmasına rağmen neden hâlâ bu kısıtlamanın devam ettiğini anlamış değilim.3 Aralık’tan bu yanamobil uygulamada fatura borcu ödemek veya borç sorgulamak istediğimde sürekli uyarı alıyor ve işlem yapamıyorum. Diğer bankacılık işlemlerimde bir sorun yokken sadece fatura sorgulama ve ödeme işlemlerinin bu şekilde engellenmesi beni oldukça rahatsız etti.Müşteri hizmetlerinde bu konuya dair net bir seçenek bulamadığım için detelefonla çözüme ulaşamadım.Varsak şubesinde benimle ilgilenen çalışan bey oldukça nazik ve ilgiliydi, kendisine özellikle teşekkür etmek isterim. Sorunum çalışan kaynaklı değil, tamamen sistem ve uygulanan prosedür kaynaklıdır. Mobil şube üzerinden yeniden fatura sorgulama ve ödeme işlemlerimi sorunsuz bir şekilde yapabilmek istiyorum. Bu kısıtlamanın bir an önce kaldırılmasını, özellikle de Dokuma şubesinin konuyla ilgilenip süreci netleştirmesini ve mağduriyetimin giderilmesini talep ediyorum.",https://www.sikayetvar.com/yapi-kredi-bankasi/fatura-borcu-odeme-ve-sorgulama-engeli-dokuma-subesine-zorunlu-yonlendirme
Banka,Rızasız Kredim Güvende Sigortası İptali Ve 1560 TL İadesi,"02 Eylül 2025 tarihinde Akbank mobil bankacılık üzerinden kredi kullandığım sırada, bilgim ve iznim olmadan Agesa tarafından “Kredim Güvende” kapsamlı kredi hayat sigortası yapılmıştır. Bu sigortaya ilişkin süreçte hiçbir aşamada açık bir bilgilendirme yapılmamış, herhangi bir onay vermediğim halde poliçe düzenlenmiş ve s1488517 numaralı poliçe adıma tanımlanmıştır.Bilgim ve rızam dışında yapılan bu Kredim Güvende/kredi hayat sigortasının derhal iptal edilmesini ve hesabımdan kesilen 1.560,82 TL tutarın eksiksiz şekilde tarafıma iade edilmesini talep ediyorum. İşlem internet bankacılığı üzerinden gerçekleştirildiği için herhangi bir şube onayım da bulunmamaktadır.Yaklaşık iki ay geçmesine rağmen poliçe hâlâ aktif görünmektedir. Müşteri hizmetlerine telefonla defalarca ulaşmaya çalışmama rağmen hat sürekli meşgul olduğu için hiçbir şekilde muhatap bulamıyorum. Bilgilendirme ve onayım olmadan yapılan bu işlem nedeniyle mağduriyetimin ivedilikle giderilmesini, poliçenin iptal edilip kesilen tutarın tarafıma iade edilmesini ve süreçle ilgili yazılı olarak bilgilendirilmemi istiyorum.",https://www.sikayetvar.com/agesa-hayat-ve-emeklilik/rizasiz-kredim-guvende-sigortasi-iptali-ve-1560-tl-iadesi
Banka,VodafoneMobil İnternet Sürekli Kesiliyor Ve Konuşma Sırasında İşlemleri Engelliyor,"Vodafone faturalı hattımı kullanırken, özellikle telefonla konuşurken mobil internet bağlantım sürekli kopuyor. Ekranda çekim gücü tam görünmesine rağmen, konuşma esnasında internet kesildiği için bankacılık işlemleri başta olmak üzere pek çok işlemi gerçekleştiremiyorum. Bu sorun uzun zamandır ve farklı bölgelerde, yani neredeyse her yerde aynı şekilde devam ediyor.Konu ile ilgili müşteri hizmetlerini aradığımda, tarafıma yalnızca “geçici bir aksaklık olmuştur” şeklinde genel bir dönüş yapıldı; ancak sorun kalıcı olarak çözülmedi ve yaşamaya devam ediyorum. Hem konuşma yapıp hem internet kullanmam gereken durumlarda hattımı amacına uygun kullanamıyorum.Bu sebeple, yaşadığım sürekli internet kopmaları ve hizmetten yeterince faydalanamamam nedeniyle, hiçbir cayma bedeli ödemeden hattımı başka bir operatöre taşıma hakkının tarafıma tanınmasını talep ediyorum.",https://www.sikayetvar.com/vodafone/vodafone-mobil-internet-surekli-kesiliyor-ve-konusma-sirasinda-islemleri-engelliyor
Banka,Sahte TOKİ Ödeme Sayfası İle 5.000 TL Kayıp,"TOKİ başvurusu için bakanlığın resmi sitesi olduğunu düşündüğümüz bir sayfaya girerek 13.11.2025 tarihinde saat 22.23’te Ziraat Bankası hesabımızdan QNB Bank A.Ş. Nezdindeki bir hesaba 5.000 TL havale işlemi gerçekleştirdik. İşlem, QNB Bank A.Ş. Şubesindeki TR21**************************95 IBAN numaralı, adını sonradan öğrendiğimiz A* L* isimli alıcı hesabına FAST yoluyla yapıldı ve bu ödemeyi TOKİ başvuru bedeli sanarak gönderdik.Ev kurasıyla ilgili tarafımıza herhangi bir mesaj veya bilgilendirme gelmeyince bir terslik olduğunu fark ettik. Sistem üzerinden sorgulama yaptığımızda da başvurumuzun görünmediğini, yaptığımız ödemenin resmi kayıtlara düşmediğini ve aslında mağdur olduğumuzu anladık. TOKİ başvurusu için kuraya dahil olamadık, resmi başvuru ve ödeme kaydımız olmadığı söylendi. Kızım okuyor, kiralar çok yüksek olduğu için büyük bir umut ve hayalle ev sahibi olma düşüncesiyle bu parayı yatırmıştık, ancak hem maddi hem manevi olarak ciddi anlamda mağdur edildik.Bu nedenle bakanlığımızdan ve ilgili kurumlardan, bu tür sahte ödeme yönlendirmeleriyle yapılan sahte uygulamaların araştırılmasını, gerekli incelemelerin yapılmasını ve mağduriyetimizin dikkate alınarak TOKİ kurasına tekrar resmi şekilde başvuru yapıp katılabilmemiz için gerekli kolaylığın sağlanmasını talep ediyoruz. Parasını zor denkleştiren vatandaşlar olarak sesimizin duyulmasını ve bu mağduriyetimizin göz ardı edilmemesini istiyoruz.",https://www.sikayetvar.com/ziraat-bankasi/sahte-toki-odeme-sayfasi-ile-5000-tl-kayip
Banka,ATM Arızası Nedeniyle Çekilen 10.000 TL İadesi Ve 144 TL Ücretinin Geri Ödenmesi,"22.12.2025 tarihinde saat 16:30 civarında Ziraat Bankası banka kartımla Adana’da bulunan bir VakıfBank ATM’sinden 10.000 TL para çekme işlemi yapmak istedim. ATM “kasa arızası” uyarısı vererek işlemi gerçekleştirmedi ancak çekmek istediğim 10.000 TL hesabımdan düştü.Aynı gün hemen Ziraat Bankası müşteri hizmetlerini aradım ve işlemi kayda aldılar, tutarın en kısa sürede hesabıma iade edileceğini söylediler. Buna rağmen aradan günler geçmesine karşın 10.000 TL halen hesabıma iade edilmedi.Bu süreçte paraya ihtiyacım olduğu için 10.000 TL’yi nakit avans olarak çekmek zorunda kaldım ve bu işlem nedeniyle 144 TL işlem ücreti ödedim. Hem paramı kullanamadım hem de ekstra masraf yapmak zorunda bırakıldım. Müşteri hizmetleri de yaşadığım mağduriyete karşı hiçbir şekilde somut bir çözüm üretmedi.Yaşadığım bu mağduriyetin ivedilikle giderilmesini, öncelikle ATM’de gerçekleşmeyen işleme ait 10.000 TL’nin hesabıma eksiksiz iadesini, ardından da bu nedenle çekmek zorunda kaldığım nakit avans için kesilen 144 TL işlem ücretinin tarafıma geri ödenmesini talep ediyorum. İşleme ilişkin dekont ve kayıtlarım elimde mevcuttur, istenmesi halinde sunabilirim.",https://www.sikayetvar.com/ziraat-bankasi/atm-arizasi-nedeniyle-cekilen-10000-tl-iadesi-ve-144-tl-ucretinin-geri-odenmesi
Banka,Ödenen Köpek Maması Gelmedi Ve Satıcıyla İletişim Sağlanamıyor,"Petevcil isimli siteden köpek maması siparişi verdim ve ödemeyi yaklaşık 3 gün önce Ziraat Bankası üzerinden havale ile toplam 2.773,40 TL olarak gerçekleştirdim. Havale açıklamasına sadece “köpek maması” yazdım, herhangi bir sipariş numarası belirtilmedi.Ödemeyi yapmama rağmen ne ürünüm gönderildi ne de tarafıma herhangi bir bilgilendirme yapıldı. WhatsApp üzerinden ve mesajla kendilerine yazdım, telefonu da defalarca aramama rağmen hiçbir şekilde ulaşamadım. Şu anda ortada ne gelen bir ürün var ne de muhatap olabileceğim bir yetkiliye ulaşabiliyorum. Siparişi Elazığ Kovancılar ilçesindeki adresime istemiştim.Ödemesini yaptığım köpek mamasının acilen tarafıma gönderilmesini ya da ürün gönderilmeyecekse ödediğim 2.773,40 TL tutarın aynı kanaldan iade edilmesini talep ediyorum. Ayrıca tarafıma en kısa sürede geri dönüş yapılarak bilgilendirme yapılmasını istiyorum.",https://www.sikayetvar.com/ziraat-bankasi/odenen-kopek-mamasi-gelmedi-ve-saticiyla-iletisim-saglanamiyor
Banka,Ziraat BankasıAçıklama Yapmadan Hesabımı Yıllardır Kısıtlıyor,"Yaklaşık 4 yıl önce bir giyim mağazası açtım ve o dönemde tüm ticari ödemelerimi Ziraat Bankası üzerinden, özellikle de ZiraatMobilaracılığıyla havale/EFT ile gerçekleştirdim. İşlerim gereği hesap hareketlerim yoğundu ve düzenli para giriş çıkışları oluyordu.Bu işlemler banka tarafından riskli işlem olarak algılandı ve herhangi bir somut gerekçe, yazılı bilgilendirme ya da resmi bildirim yapılmadan hesabıma erişim ve kullanım kısıtlaması getirildi. Herhangi bir mahkeme kararı, icra takibi veya resmi bir işlem olmamasına rağmen, Ziraat Bankası nezdinde hesabımı kısıtlı şekilde kullanmak zorunda kaldım.2021–2022 yıllarında başlayan bu kısıtlama aradan yıllar geçmesine rağmen hâlâ devam ediyor. Şu anda yeniden bir işletme açma sürecindeyim ve ticari faaliyetlerimi düzenli sürdürebilmek için bankacılık hizmetlerine sorunsuz erişim benim için çok önemli. Ancak Ziraat Bankası’ndaki erişim kısıtlamam nedeniyle hesabımı aktif olarak kullanamıyor, ticari işlerimde bankanızı tercih edemiyorum.Bu süreçte defalarca Ziraat Bankası şubesine giderek durumu anlattım. Şube görevlileri sorunun düzeltileceğini, kısıtlamanın kaldırılacağını söylediler fakat bugüne kadar ne yazılı bir geri dönüş aldım ne de hesabımdaki kısıtlama fiilen kaldırıldı. Her defasında “düzelecek” denilmesine rağmen somut bir adım atılmadı.Herhangi bir hukuki engelim veya tarafıma tebliğ edilmiş resmi bir yaptırım olmamasına rağmen yıllardır bu şekilde kısıtlı kalmamı kabul etmiyorum. Hesabım üzerindeki erişim ve kullanım kısıtlamasının neden uygulandığının açıkça tarafıma bildirilmesini ve gerekli incelemelerin ivedilikle yapılarak bu kısıtlamanın tamamen kaldırılmasını talep ediyorum. Yeni açacağım işletme için de Ziraat Bankası’nı aktif olarak kullanmak ve bankacılık işlemlerimi sorunsuz şekilde gerçekleştirmek istiyorum.Uzun süredir devam eden bu sorunun acilen ele alınmasını ve hesabımın normal kullanıma açılarak yaşadığım mağduriyetin giderilmesini rica ediyorum.",https://www.sikayetvar.com/ziraat-bankasi/ziraat-bankasi-aciklama-yapmadan-hesabimi-yillardir-kisitliyor
